,lang,file,author,work,part,word count
75,latin,texts/boethius.consolatio_philosophiae.part.5.tess,boethius,consolatio_philosophiae,5,4421
76,latin,texts/boethius.de_fide_catholica.tess,boethius,de_fide_catholica,,2095
77,latin,texts/boethius.liber_de_persona_et_duabus_naturis_contra_eutychen_et_nestorium.tess,boethius,liber_de_persona_et_duabus_naturis_contra_eutychen_et_nestorium,,6446
78,latin,texts/boethius.quomodo_substantiae_in_eo_quod_sint_bonae_sint_cum_non_sint_substantialia_bona.tess,boethius,quomodo_substantiae_in_eo_quod_sint_bonae_sint_cum_non_sint_substantialia_bona,,1496
79,latin,texts/boethius.quomodo_trinitas.tess,boethius,quomodo_trinitas,,3113
80,latin,texts/boethius.utrum_pater.tess,boethius,utrum_pater,,592
81,latin,texts/caesar.de_bello_civili.part.1.tess,caesar,de_bello_civili,1,12195
82,latin,texts/caesar.de_bello_civili.part.2.tess,caesar,de_bello_civili,2,7066
83,latin,texts/caesar.de_bello_civili.part.3.tess,caesar,de_bello_civili,3,16636
84,latin,texts/caesar.de_bello_gallico.part.1.tess,caesar,de_bello_gallico,1,8776
85,latin,texts/caesar.de_bello_gallico.part.2.tess,caesar,de_bello_gallico,2,4489
86,latin,texts/caesar.de_bello_gallico.part.3.tess,caesar,de_bello_gallico,3,3883
87,latin,texts/caesar.de_bello_gallico.part.4.tess,caesar,de_bello_gallico,4,4968
88,latin,texts/caesar.de_bello_gallico.part.5.tess,caesar,de_bello_gallico,5,8041
89,latin,texts/caesar.de_bello_gallico.part.6.tess,caesar,de_bello_gallico,6,5956
90,latin,texts/caesar.de_bello_gallico.part.7.tess,caesar,de_bello_gallico,7,12522
91,latin,texts/caesar.de_bello_gallico.part.8.tess,caesar,de_bello_gallico,8,6958
92,latin,texts/caesar_augustus.res_gestae_divi_augusti.tess,caesar_augustus,res_gestae_divi_augusti,,2696
93,latin,texts/catullus.carmina.tess,catullus,carmina,,15334
94,latin,texts/celsus.de_medicina.part.1.tess,celsus,de_medicina,1,7561
95,latin,texts/celsus.de_medicina.part.2.tess,celsus,de_medicina,2,13219
96,latin,texts/celsus.de_medicina.part.3.tess,celsus,de_medicina,3,13328
97,latin,texts/celsus.de_medicina.part.4.tess,celsus,de_medicina,4,10957
98,latin,texts/celsus.de_medicina.part.5.tess,celsus,de_medicina,5,17521
99,latin,texts/celsus.de_medicina.part.6.tess,celsus,de_medicina,6,11339
100,latin,texts/celsus.de_medicina.part.7.tess,celsus,de_medicina,7,17635
101,latin,texts/celsus.de_medicina.part.8.tess,celsus,de_medicina,8,11455
102,latin,texts/cicero.academica.tess,cicero,academica,,4971
103,latin,texts/cicero.brutus.tess,cicero,brutus,,25289
104,latin,texts/cicero.cum_populo_gratias_egit.tess,cicero,cum_populo_gratias_egit,,2716
105,latin,texts/cicero.de_amicitia.tess,cicero,de_amicitia,,9549
106,latin,texts/cicero.de_divinatione.tess,cicero,de_divinatione,,28115
107,latin,texts/cicero.de_domo_sua.tess,cicero,de_domo_sua,,15587
108,latin,texts/cicero.de_fato.tess,cicero,de_fato,,5044
109,latin,texts/cicero.de_finibus_bonorum_et_malorum.part.1.tess,cicero,de_finibus_bonorum_et_malorum,1,7326
110,latin,texts/cicero.de_finibus_bonorum_et_malorum.part.2.tess,cicero,de_finibus_bonorum_et_malorum,2,12858
111,latin,texts/cicero.de_finibus_bonorum_et_malorum.part.3.tess,cicero,de_finibus_bonorum_et_malorum,3,8028
112,latin,texts/cicero.de_finibus_bonorum_et_malorum.part.4.tess,cicero,de_finibus_bonorum_et_malorum,4,8699
113,latin,texts/cicero.de_finibus_bonorum_et_malorum.part.5.tess,cicero,de_finibus_bonorum_et_malorum,5,11247
114,latin,texts/cicero.de_haruspicum_responso.tess,cicero,de_haruspicum_responso,,7717
115,latin,texts/cicero.de_imperio_cn_pompei.tess,cicero,de_imperio_cn_pompei,,6808
116,latin,texts/cicero.de_inventione.part.1.tess,cicero,de_inventione,1,15332
117,latin,texts/cicero.de_inventione.part.2.tess,cicero,de_inventione,2,17548
118,latin,texts/cicero.de_lege_agraria_contra_rullum.tess,cicero,de_lege_agraria_contra_rullum,,14087
119,latin,texts/cicero.de_natura_deorum.part.1.tess,cicero,de_natura_deorum,1,11447
120,latin,texts/cicero.de_natura_deorum.part.2.tess,cicero,de_natura_deorum,2,15773
121,latin,texts/cicero.de_natura_deorum.part.3.tess,cicero,de_natura_deorum,3,9290
122,latin,texts/cicero.de_officiis.part.1.tess,cicero,de_officiis,1,14807
123,latin,texts/cicero.de_officiis.part.2.tess,cicero,de_officiis,2,8782
124,latin,texts/cicero.de_officiis.part.3.tess,cicero,de_officiis,3,11390
125,latin,texts/cicero.de_optimo_genere_oratorum.tess,cicero,de_optimo_genere_oratorum,,1617
126,latin,texts/cicero.de_oratore.part.1.tess,cicero,de_oratore,1,18818
127,latin,texts/cicero.de_oratore.part.2.tess,cicero,de_oratore,2,27807
128,latin,texts/cicero.de_oratore.part.3.tess,cicero,de_oratore,3,17259
129,latin,texts/cicero.de_partitione_oratoria.tess,cicero,de_partitione_oratoria,,10231
130,latin,texts/cicero.de_provinciis_consularibus.tess,cicero,de_provinciis_consularibus,,5268
131,latin,texts/cicero.de_republica.tess,cicero,de_republica,,22695
132,latin,texts/cicero.de_senectute.tess,cicero,de_senectute,,8431
133,latin,texts/cicero.divinatio_in_c_verrem.part.1.tess,cicero,divinatio_in_c_verrem,1,4743
134,latin,texts/cicero.divinatio_in_c_verrem.part.2.tess,cicero,divinatio_in_c_verrem,2,15859
135,latin,texts/cicero.divinatio_in_c_verrem.part.3.tess,cicero,divinatio_in_c_verrem,3,19446
136,latin,texts/cicero.divinatio_in_c_verrem.part.4.tess,cicero,divinatio_in_c_verrem,4,25360
137,latin,texts/cicero.divinatio_in_c_verrem.part.5.tess,cicero,divinatio_in_c_verrem,5,17523
138,latin,texts/cicero.divinatio_in_c_verrem.part.6.tess,cicero,divinatio_in_c_verrem,6,19560
139,latin,texts/cicero.divinatio_in_q_caecilium.tess,cicero,divinatio_in_q_caecilium,,6037
140,latin,texts/cicero.epistulae_ad_familiares.part.1.ad_lentulum.tess,cicero,epistulae_ad_familiares,,7503
141,latin,texts/cicero.epistulae_ad_familiares.part.10.ad_plancum_et_ceteros.tess,cicero,epistulae_ad_familiares,,10603
142,latin,texts/cicero.epistulae_ad_familiares.part.11.at_brutum_et_ceteros.tess,cicero,epistulae_ad_familiares,,6775
143,latin,texts/cicero.epistulae_ad_familiares.part.12.ad_cassium_et_ceteros.tess,cicero,epistulae_ad_familiares,,8279
144,latin,texts/cicero.epistulae_ad_familiares.part.13.ad_memmium_et_ceteros.tess,cicero,epistulae_ad_familiares,,11494
145,latin,texts/cicero.epistulae_ad_familiares.part.14.ad_terentiam_uxorem.tess,cicero,epistulae_ad_familiares,,2523
146,latin,texts/cicero.epistulae_ad_familiares.part.15.ad_senatum_et_ceteros.tess,cicero,epistulae_ad_familiares,,7281
147,latin,texts/cicero.epistulae_ad_familiares.part.16.ad_tironem.tess,cicero,epistulae_ad_familiares,,4430
148,latin,texts/cicero.epistulae_ad_familiares.part.2.ad_curionem_et_ceteros.tess,cicero,epistulae_ad_familiares,,5657
149,latin,texts/cicero.epistulae_ad_familiares.part.3.ad_claudium_pulchrum.tess,cicero,epistulae_ad_familiares,,7058
150,latin,texts/cicero.epistulae_ad_familiares.part.4.ad_sulpicium_et_ceteros.tess,cicero,epistulae_ad_familiares,,6256
151,latin,texts/cicero.epistulae_ad_familiares.part.5.ad_metellum_et_ceteros.tess,cicero,epistulae_ad_familiares,,8538
152,latin,texts/cicero.epistulae_ad_familiares.part.6.ad_torquatum_et_ceteros.tess,cicero,epistulae_ad_familiares,,7662
153,latin,texts/cicero.epistulae_ad_familiares.part.7.ad_marium_et_ceteros.tess,cicero,epistulae_ad_familiares,,7534
154,latin,texts/cicero.epistulae_ad_familiares.part.8.caeli_epistulae_ad_ciceronem.tess,cicero,epistulae_ad_familiares,,6005
155,latin,texts/cicero.epistulae_ad_familiares.part.9.ad_varronem_et_ceteros.tess,cicero,epistulae_ad_familiares,,7994
156,latin,texts/cicero.in_catilinam.tess,cicero,in_catilinam,,12789
157,latin,texts/cicero.in_l_pisonem.tess,cicero,in_l_pisonem,,11180
158,latin,texts/cicero.in_vatinium.tess,cicero,in_vatinium,,4613
159,latin,texts/cicero.letters_to_atticus.part.1.tess,cicero,letters_to_atticus,1,9654
160,latin,texts/cicero.letters_to_atticus.part.10.tess,cicero,letters_to_atticus,10,7622
161,latin,texts/cicero.letters_to_atticus.part.11.tess,cicero,letters_to_atticus,11,7118
162,latin,texts/cicero.letters_to_atticus.part.12.tess,cicero,letters_to_atticus,12,9155
163,latin,texts/cicero.letters_to_atticus.part.13.tess,cicero,letters_to_atticus,13,9434
164,latin,texts/cicero.letters_to_atticus.part.14.tess,cicero,letters_to_atticus,14,7006
165,latin,texts/cicero.letters_to_atticus.part.15.tess,cicero,letters_to_atticus,15,6732
166,latin,texts/cicero.letters_to_atticus.part.16.tess,cicero,letters_to_atticus,16,6976
167,latin,texts/cicero.letters_to_atticus.part.2.tess,cicero,letters_to_atticus,2,8944
168,latin,texts/cicero.letters_to_atticus.part.3.tess,cicero,letters_to_atticus,3,5469
169,latin,texts/cicero.letters_to_atticus.part.4.tess,cicero,letters_to_atticus,4,7322
170,latin,texts/cicero.letters_to_atticus.part.5.tess,cicero,letters_to_atticus,5,7429
171,latin,texts/cicero.letters_to_atticus.part.6.tess,cicero,letters_to_atticus,6,6754
172,latin,texts/cicero.letters_to_atticus.part.7.tess,cicero,letters_to_atticus,7,9343
173,latin,texts/cicero.letters_to_atticus.part.8.tess,cicero,letters_to_atticus,8,7992
174,latin,texts/cicero.letters_to_atticus.part.9.tess,cicero,letters_to_atticus,9,9473
175,latin,texts/cicero.letters_to_brutus.tess,cicero,letters_to_brutus,,9767
176,latin,texts/cicero.letters_to_quintus.tess,cicero,letters_to_quintus,,18869
177,latin,texts/cicero.lucullus.tess,cicero,lucullus,,18280
178,latin,texts/cicero.orator.tess,cicero,orator,,19037
179,latin,texts/cicero.paradoxa_stoicorum_ad_m_brutum.tess,cicero,paradoxa_stoicorum_ad_m_brutum,,4776
180,latin,texts/cicero.philippicae.part.1.tess,cicero,philippicae,1,3787
181,latin,texts/cicero.philippicae.part.10.tess,cicero,philippicae,10,2792
182,latin,texts/cicero.philippicae.part.11.tess,cicero,philippicae,11,4203
183,latin,texts/cicero.philippicae.part.12.tess,cicero,philippicae,12,3202
184,latin,texts/cicero.philippicae.part.13.tess,cicero,philippicae,13,5336
185,latin,texts/cicero.philippicae.part.14.tess,cicero,philippicae,14,3456
186,latin,texts/cicero.philippicae.part.2.tess,cicero,philippicae,2,11613
187,latin,texts/cicero.philippicae.part.3.tess,cicero,philippicae,3,3844
188,latin,texts/cicero.philippicae.part.4.tess,cicero,philippicae,4,1395
189,latin,texts/cicero.philippicae.part.5.tess,cicero,philippicae,5,5221
190,latin,texts/cicero.philippicae.part.6.tess,cicero,philippicae,6,1820
191,latin,texts/cicero.philippicae.part.7.tess,cicero,philippicae,7,2257
192,latin,texts/cicero.philippicae.part.8.tess,cicero,philippicae,8,3057
193,latin,texts/cicero.philippicae.part.9.tess,cicero,philippicae,9,1676
194,latin,texts/cicero.post_reditum_in_senatu.tess,cicero,post_reditum_in_senatu,,4447
195,latin,texts/cicero.pro_a_caecina.tess,cicero,pro_a_caecina,,10595
196,latin,texts/cicero.pro_a_cluentio.tess,cicero,pro_a_cluentio,,21183
197,latin,texts/cicero.pro_archia.tess,cicero,pro_archia,,3181
198,latin,texts/cicero.pro_balbo.tess,cicero,pro_balbo,,6993
199,latin,texts/cicero.pro_c_rabirio.tess,cicero,pro_c_rabirio,,3628
200,latin,texts/cicero.pro_c_rabirio_postumo.tess,cicero,pro_c_rabirio_postumo,,4169
201,latin,texts/cicero.pro_fonteio.tess,cicero,pro_fonteio,,4641
202,latin,texts/cicero.pro_l_flacco.tess,cicero,pro_l_flacco,,11160
203,latin,texts/cicero.pro_ligario.tess,cicero,pro_ligario,,3354
204,latin,texts/cicero.pro_m_caelio.tess,cicero,pro_m_caelio,,8629
205,latin,texts/cicero.pro_marcello.tess,cicero,pro_marcello,,2837
206,latin,texts/cicero.pro_milone.tess,cicero,pro_milone,,10725
207,latin,texts/cicero.pro_murena.tess,cicero,pro_murena,,10733
208,latin,texts/cicero.pro_plancio.tess,cicero,pro_plancio,,11785
209,latin,texts/cicero.pro_publio_quinctio.tess,cicero,pro_publio_quinctio,,8846
210,latin,texts/cicero.pro_q_roscio_comoedo.tess,cicero,pro_q_roscio_comoedo,,4877
211,latin,texts/cicero.pro_rege_deiotaro.tess,cicero,pro_rege_deiotaro,,3990
212,latin,texts/cicero.pro_s_roscio.tess,cicero,pro_s_roscio,,13554
213,latin,texts/cicero.pro_scauro.tess,cicero,pro_scauro,,3149
214,latin,texts/cicero.pro_sestio.tess,cicero,pro_sestio,,17274
215,latin,texts/cicero.pro_sulla.tess,cicero,pro_sulla,,9490
216,latin,texts/cicero.pro_tullio.tess,cicero,pro_tullio,,3553
217,latin,texts/cicero.timaeus.tess,cicero,timaeus,,4331
218,latin,texts/cicero.topica.tess,cicero,topica,,7111
219,latin,texts/cicero.tusculanae_disputationes.part.1.tess,cicero,tusculanae_disputationes,1,12915
220,latin,texts/cicero.tusculanae_disputationes.part.2.tess,cicero,tusculanae_disputationes,2,7082
221,latin,texts/cicero.tusculanae_disputationes.part.3.tess,cicero,tusculanae_disputationes,3,9035
222,latin,texts/cicero.tusculanae_disputationes.part.4.tess,cicero,tusculanae_disputationes,4,8549
223,latin,texts/cicero.tusculanae_disputationes.part.5.tess,cicero,tusculanae_disputationes,5,11209
224,latin,texts/claudian.carmina_minora.tess,claudian,carmina_minora,,14428
225,latin,texts/claudian.de_bello_gildonico.tess,claudian,de_bello_gildonico,,4217
226,latin,texts/claudian.de_bello_gothico.tess,claudian,de_bello_gothico,,5381
227,latin,texts/claudian.de_consulatu_stilichonis.part.1.tess,claudian,de_consulatu_stilichonis,1,3450
228,latin,texts/claudian.de_consulatu_stilichonis.part.2.tess,claudian,de_consulatu_stilichonis,2,4332
229,latin,texts/claudian.de_consulatu_stilichonis.part.3.tess,claudian,de_consulatu_stilichonis,3,3563
230,latin,texts/claudian.de_raptu_proserpinae.part.1.tess,claudian,de_raptu_proserpinae,1,2686
231,latin,texts/claudian.de_raptu_proserpinae.part.2.tess,claudian,de_raptu_proserpinae,2,3817
232,latin,texts/claudian.de_raptu_proserpinae.part.3.tess,claudian,de_raptu_proserpinae,3,4068
233,latin,texts/claudian.epithalamium_de_nuptiis_honorii_augusti.tess,claudian,epithalamium_de_nuptiis_honorii_augusti,,2935
234,latin,texts/claudian.in_consulatum_olybrii_et_probini.tess,claudian,in_consulatum_olybrii_et_probini,,3091
235,latin,texts/claudian.in_eutropium.part.1.tess,claudian,in_eutropium,1,4120
236,latin,texts/claudian.in_eutropium.part.2.tess,claudian,in_eutropium,2,5521
237,latin,texts/claudian.in_rufinum.part.1.tess,claudian,in_rufinum,1,3254
238,latin,texts/claudian.in_rufinum.part.2.tess,claudian,in_rufinum,2,4418
239,latin,texts/claudian.panegyricus_de_quarto_consulatu_honorii_augusti.tess,claudian,panegyricus_de_quarto_consulatu_honorii_augusti,,5275
240,latin,texts/claudian.panegyricus_de_sexto_consulatu_honorii_augusti.tess,claudian,panegyricus_de_sexto_consulatu_honorii_augusti,,5558
241,latin,texts/claudian.panegyricus_de_tertio_consulatu_honorii_augusti.tess,claudian,panegyricus_de_tertio_consulatu_honorii_augusti,,1858
242,latin,texts/claudian.panegyricus_dictus_manlio_theodoro_consuli.tess,claudian,panegyricus_dictus_manlio_theodoro_consuli,,3251
243,latin,texts/columella.de_re_rustica.part.1.tess,columella,de_re_rustica,1,8345
244,latin,texts/columella.de_re_rustica.part.2.tess,columella,de_re_rustica,2,10656
245,latin,texts/columella.de_re_rustica.part.3.tess,columella,de_re_rustica,3,10482
246,latin,texts/columella.de_re_rustica.part.4.tess,columella,de_re_rustica,4,9456
247,latin,texts/columella.de_re_rustica.part.5.tess,columella,de_re_rustica,5,9549
248,latin,texts/columella.de_re_rustica.part.6.tess,columella,de_re_rustica,6,9713
249,latin,texts/columella.de_re_rustica.part.7.tess,columella,de_re_rustica,7,7564
250,latin,texts/columella.de_re_rustica.part.8.tess,columella,de_re_rustica,8,8884
251,latin,texts/columella.de_re_rustica.part.9.tess,columella,de_re_rustica,9,7223
252,latin,texts/corippus.johannis.part.1.tess,corippus,johannis,1,4779
253,latin,texts/corippus.johannis.part.2.tess,corippus,johannis,2,4040
254,latin,texts/corippus.johannis.part.3.tess,corippus,johannis,3,3812
255,latin,texts/corippus.johannis.part.4.tess,corippus,johannis,4,5305
256,latin,texts/corippus.johannis.part.5.tess,corippus,johannis,5,4292
257,latin,texts/corippus.johannis.part.6.tess,corippus,johannis,6,6354
258,latin,texts/corippus.johannis.part.7.tess,corippus,johannis,7,4461
259,latin,texts/corippus.johannis.part.8.tess,corippus,johannis,8,5373
260,latin,texts/curtius_rufus.historiae_alexandri_magni.part.10.tess,curtius_rufus,historiae_alexandri_magni,10,8256
261,latin,texts/curtius_rufus.historiae_alexandri_magni.part.3.tess,curtius_rufus,historiae_alexandri_magni,3,7688
262,latin,texts/curtius_rufus.historiae_alexandri_magni.part.4.tess,curtius_rufus,historiae_alexandri_magni,4,14028
263,latin,texts/curtius_rufus.historiae_alexandri_magni.part.5.tess,curtius_rufus,historiae_alexandri_magni,5,8993
264,latin,texts/curtius_rufus.historiae_alexandri_magni.part.6.tess,curtius_rufus,historiae_alexandri_magni,6,9864
265,latin,texts/curtius_rufus.historiae_alexandri_magni.part.7.tess,curtius_rufus,historiae_alexandri_magni,7,10219
266,latin,texts/curtius_rufus.historiae_alexandri_magni.part.8.tess,curtius_rufus,historiae_alexandri_magni,8,11772
267,latin,texts/curtius_rufus.historiae_alexandri_magni.part.9.tess,curtius_rufus,historiae_alexandri_magni,9,8663
268,latin,texts/dracontius.de_laudibus_dei.part.1.tess,dracontius,de_laudibus_dei,1,7144
269,latin,texts/dracontius.de_laudibus_dei.part.2.tess,dracontius,de_laudibus_dei,2,7795
270,latin,texts/dracontius.de_laudibus_dei.part.3.tess,dracontius,de_laudibus_dei,3,7114
271,latin,texts/dracontius.orestes.tess,dracontius,orestes,,8104
272,latin,texts/dracontius.romulea.part.1.tess,dracontius,romulea,1,182
273,latin,texts/dracontius.romulea.part.10.tess,dracontius,romulea,10,5098
274,latin,texts/dracontius.romulea.part.2.tess,dracontius,romulea,2,1406
275,latin,texts/dracontius.romulea.part.3.tess,dracontius,romulea,3,168
276,latin,texts/dracontius.romulea.part.4.tess,dracontius,romulea,4,462
277,latin,texts/dracontius.romulea.part.5.tess,dracontius,romulea,5,2814
278,latin,texts/dracontius.romulea.part.6.tess,dracontius,romulea,6,1004
279,latin,texts/dracontius.romulea.part.7.tess,dracontius,romulea,7,1353
280,latin,texts/dracontius.romulea.part.8.tess,dracontius,romulea,8,5571
281,latin,texts/dracontius.romulea.part.9.tess,dracontius,romulea,9,1993
282,latin,texts/dracontius.romulea.part.fragments.tess,dracontius,romulea,,19
283,latin,texts/dracontius.satisfactio.tess,dracontius,satisfactio,,2613
284,latin,texts/ennius.annales.tess,ennius,annales,,5085
285,latin,texts/ennodius.opera.tess,ennodius,opera,,14678
286,latin,texts/eutropius.brevarium.tess,eutropius,brevarium,,18998
287,latin,texts/florus.epitome_bellorum_omnium_annorum.tess,florus,epitome_bellorum_omnium_annorum,,28334
288,latin,texts/gellius.attic_nights.part.1.tess,gellius,attic_nights,1,10465
289,latin,texts/gellius.attic_nights.part.10.tess,gellius,attic_nights,10,7620
290,latin,texts/gellius.attic_nights.part.11.tess,gellius,attic_nights,11,4853
291,latin,texts/gellius.attic_nights.part.12.tess,gellius,attic_nights,12,5725
292,latin,texts/gellius.attic_nights.part.13.tess,gellius,attic_nights,13,9481
293,latin,texts/gellius.attic_nights.part.14.tess,gellius,attic_nights,14,5032
294,latin,texts/gellius.attic_nights.part.15.tess,gellius,attic_nights,15,5990
295,latin,texts/gellius.attic_nights.part.16.tess,gellius,attic_nights,16,5694
296,latin,texts/gellius.attic_nights.part.17.tess,gellius,attic_nights,17,8404
297,latin,texts/gellius.attic_nights.part.18.tess,gellius,attic_nights,18,4855
298,latin,texts/gellius.attic_nights.part.19.tess,gellius,attic_nights,19,5199
299,latin,texts/gellius.attic_nights.part.2.tess,gellius,attic_nights,2,10118
